year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2000,state,01,Alabama,01,,,,13672,17406,0.7855,1499106,3734,218926,1718032,,,,13672.0,,,st2000a.txt
2001,state,01,Alabama,01,,,,14044,17706,0.7932,1616474,3662,206477,1822951,372.0,2.72,,27716.0,,,st2001a.txt
2002,state,01,Alabama,01,,,,15145,18403,0.823,1821671,3258,143717,1965388,1101.0,7.84,14287.0,42861.0,,,st2002a.txt
2003,state,01,Alabama,01,,,,17671,22256,0.794,2168740,4585,294828,2463568,2526.0,16.68,15620.0,60532.0,,,st2003a.txt
2004,state,01,Alabama,01,,,,22392,27411,0.8169,2849704,5019,443593,3293297,4721.0,26.72,18402.7,82924.0,,,st2004a.txt
2005,state,01,Alabama,01,,,,24654,30612,0.8054,3453265,5958,657148,4110413,2262.0,10.1,21572.3,107578.0,,,st2005a.txt
2006,state,01,Alabama,01,,,,24132,32034,0.7533,3430671,7902,971311,4401982,-522.0,-2.12,23726.0,131710.0,,,st2006a.txt
2007,state,01,Alabama,01,,,,18946,25845,0.7331,2749536,6899,450369,3199905,-5186.0,-21.49,22577.3,150656.0,,,st2007a.txt
2008,state,01,Alabama,01,,,,12017,17464,0.6881,1750551,5447,392991,2143542,-6929.0,-36.57,18365.0,162673.0,,,st2008a.txt
2009,state,01,Alabama,01,,,,9409,13266,0.7093,1411839,3857,252436,1664275,-2608.0,-21.7,13457.3,172082.0,,,st2009a.txt
2010,state,01,Alabama,01,,,,8702,11261,0.7728,1361842,2559,185133,1546975,-707.0,-7.51,10042.7,180784.0,8702.0,,st2010a.txt
2011,state,01,Alabama,01,,,,8858,11667,0.7592,1507696,2809,196368,1704064,156.0,1.79,8989.7,189642.0,17560.0,,st2011a.txt
2012,state,01,Alabama,01,,,,9184,13506,0.68,1689121,4322,260974,1950095,326.0,3.68,8914.7,198826.0,26744.0,,st2012a.txt
2013,state,01,Alabama,01,,,,9278,11763,0.7887,1845991,2485,225791,2071782,94.0,1.02,9106.7,208104.0,36022.0,,st2013a.txt
2014,state,01,Alabama,01,,,,9506,13369,0.711,1855163,3863,349512,2204675,228.0,2.46,9322.7,217610.0,45528.0,,st2014a.txt
2015,state,01,Alabama,01,,,,10257,14054,0.7298,2094023,3797,322751,2416774,751.0,7.9,9680.3,227867.0,55785.0,,st2015a.txt
2016,state,01,Alabama,01,,,,11692,15001,0.7794,2341744,3309,381212,2722956,1435.0,13.99,10485.0,239559.0,67477.0,,st2016a.txt
2017,state,01,Alabama,01,,,,12233,14799,0.8266,2511065,2566,261710,2772775,541.0,4.63,11394.0,251792.0,79710.0,,st2017a.txt
2018,state,01,Alabama,01,,,,12978,14824,0.8755,2753841,1846,292816,3046657,745.0,6.09,12301.0,264770.0,92688.0,,st2018a.txt
2019,state,01,Alabama,01,,,,14705,17748,0.8285,3103068,3043,442203,3545271,1727.0,13.31,13305.3,279475.0,107393.0,,st2019a.txt
2020,state,01,Alabama,01,,,,17551,19982,0.8783,4024112,2431,334580,4358692,2846.0,19.35,15078.0,297026.0,124944.0,17551.0,st2020a.txt
2021,state,01,Alabama,01,,,,17879,22100,0.809,4323650,4221,492524,4816174,328.0,1.87,16711.7,314905.0,142823.0,35430.0,st2021a.txt
2022,state,01,Alabama,01,,,,15961,19499,0.8186,4154464,3538,549960,4704424,-1918.0,-10.73,17130.3,330866.0,158784.0,51391.0,st2022a.txt
2023,state,01,Alabama,01,,,,16298,20337,0.8014,4460009,4039,623703,5083712,337.0,2.11,16712.7,347164.0,175082.0,67689.0,st2023a.txt
2024,state,01,Alabama,01,,,,17423,20725,0.8407,4858585,3302,537303,5395888,1125.0,6.9,16560.7,364587.0,192505.0,85112.0,st2024a.txt
2000,state,02,Alaska,02,,,,1607,2147,0.7485,273589,540,58986,332575,,,,1607.0,,,st2000a.txt
2001,state,02,Alaska,02,,,,1787,2939,0.608,319713,1152,130700,450413,180.0,11.2,,3394.0,,,st2001a.txt
2002,state,02,Alaska,02,,,,1702,3003,0.5668,311834,1301,157210,469044,-85.0,-4.76,1698.7,5096.0,,,st2002a.txt
2003,state,02,Alaska,02,,,,1740,3531,0.4928,335132,1791,225068,560200,38.0,2.23,1743.0,6836.0,,,st2003a.txt
2004,state,02,Alaska,02,,,,1771,3133,0.5653,364605,1362,175120,539725,31.0,1.78,1737.7,8607.0,,,st2004a.txt
2005,state,02,Alaska,02,,,,1653,2885,0.573,355129,1232,169958,525087,-118.0,-6.66,1721.3,10260.0,,,st2005a.txt
2006,state,02,Alaska,02,,,,1612,2739,0.5885,363503,1127,147967,511470,-41.0,-2.48,1678.7,11872.0,,,st2006a.txt
2007,state,02,Alaska,02,,,,984,1706,0.5768,227174,722,101614,328788,-628.0,-38.96,1416.3,12856.0,,,st2007a.txt
2008,state,02,Alaska,02,,,,667,901,0.7403,167053,234,42097,209150,-317.0,-32.22,1087.7,13523.0,,,st2008a.txt
2009,state,02,Alaska,02,,,,617,916,0.6736,155488,299,39737,195225,-50.0,-7.5,756.0,14140.0,,,st2009a.txt
2010,state,02,Alaska,02,,,,753,904,0.833,183990,151,20690,204680,136.0,22.04,679.0,14893.0,753.0,,st2010a.txt
2011,state,02,Alaska,02,,,,713,877,0.813,178830,164,25145,203975,-40.0,-5.31,694.3,15606.0,1466.0,,st2011a.txt
2012,state,02,Alaska,02,,,,818,994,0.8229,212212,176,22085,234297,105.0,14.73,761.3,16424.0,2284.0,,st2012a.txt
2013,state,02,Alaska,02,,,,877,1079,0.8128,229970,202,27566,257536,59.0,7.21,802.7,17301.0,3161.0,,st2013a.txt
2014,state,02,Alaska,02,,,,1125,1518,0.7411,299110,393,54602,353712,248.0,28.28,940.0,18426.0,4286.0,,st2014a.txt
2015,state,02,Alaska,02,,,,992,1298,0.7643,279454,306,45142,324596,-133.0,-11.82,998.0,19418.0,5278.0,,st2015a.txt
2016,state,02,Alaska,02,,,,1035,1503,0.6886,301850,468,67192,369042,43.0,4.33,1050.7,20453.0,6313.0,,st2016a.txt
2017,state,02,Alaska,02,,,,1127,1539,0.7323,331420,412,64248,395668,92.0,8.89,1051.3,21580.0,7440.0,,st2017a.txt
2018,state,02,Alaska,02,,,,1227,1677,0.7317,356698,450,72322,429020,100.0,8.87,1129.7,22807.0,8667.0,,st2018a.txt
2019,state,02,Alaska,02,,,,1147,1680,0.6827,336955,533,75966,412921,-80.0,-6.52,1167.0,23954.0,9814.0,,st2019a.txt
2020,state,02,Alaska,02,,,,1019,1420,0.7176,310554,401,70802,381356,-128.0,-11.16,1131.0,24973.0,10833.0,1019.0,st2020a.txt
2021,state,02,Alaska,02,,,,1158,1552,0.7461,353576,394,59723,413299,139.0,13.64,1108.0,26131.0,11991.0,2177.0,st2021a.txt
2022,state,02,Alaska,02,,,,471,578,0.8149,167385,107,17202,184587,-687.0,-59.33,882.7,26602.0,12462.0,2648.0,st2022a.txt
2023,state,02,Alaska,02,,,,599,937,0.6393,214342,338,47541,261883,128.0,27.18,742.7,27201.0,13061.0,3247.0,st2023a.txt
2024,state,02,Alaska,02,,,,446,1032,0.4322,164838,586,95438,260276,-153.0,-25.54,505.3,27647.0,13507.0,3693.0,st2024a.txt
2000,state,04,Arizona,04,,,,48844,61485,0.7944,6357265,12641,800323,7157588,,,,48844.0,,,st2000a.txt
2001,state,04,Arizona,04,,,,51839,62496,0.8295,7163359,10657,619480,7782839,2995.0,6.13,,100683.0,,,st2001a.txt
2002,state,04,Arizona,04,,,,55798,66031,0.845,7939139,10233,635608,8574747,3959.0,7.64,52160.3,156481.0,,,st2002a.txt
2003,state,04,Arizona,04,,,,65845,74996,0.878,9922083,9151,596875,10518958,10047.0,18.01,57827.3,222326.0,,,st2003a.txt
2004,state,04,Arizona,04,,,,80778,90644,0.8912,12819050,9866,711702,13530752,14933.0,22.68,67473.7,303104.0,,,st2004a.txt
2005,state,04,Arizona,04,,,,80804,90851,0.8894,13724013,10047,763171,14487184,26.0,0.03,75809.0,383908.0,,,st2005a.txt
2006,state,04,Arizona,04,,,,55633,65363,0.8511,10175624,9730,1027481,11203105,-25171.0,-31.15,72405.0,439541.0,,,st2006a.txt
2007,state,04,Arizona,04,,,,37666,49642,0.7588,7019402,11976,1193186,8212588,-17967.0,-32.3,58034.3,477207.0,,,st2007a.txt
2008,state,04,Arizona,04,,,,19153,26082,0.7343,3916705,6929,566307,4483012,-18513.0,-49.15,37484.0,496360.0,,,st2008a.txt
2009,state,04,Arizona,04,,,,12826,14474,0.8861,2571888,1648,164133,2736021,-6327.0,-33.03,23215.0,509186.0,,,st2009a.txt
2010,state,04,Arizona,04,,,,10755,12370,0.8694,2235718,1615,188472,2424190,-2071.0,-16.15,14244.7,519941.0,10755.0,,st2010a.txt
2011,state,04,Arizona,04,,,,10306,13007,0.7923,2300921,2701,279430,2580351,-449.0,-4.17,11295.7,530247.0,21061.0,,st2011a.txt
2012,state,04,Arizona,04,,,,16189,21726,0.7451,3844205,5537,613060,4457265,5883.0,57.08,12416.7,546436.0,37250.0,,st2012a.txt
2013,state,04,Arizona,04,,,,18386,25209,0.7293,4549370,6823,894706,5444076,2197.0,13.57,14960.3,564822.0,55636.0,,st2013a.txt
2014,state,04,Arizona,04,,,,16841,26997,0.6238,4440786,10156,1225218,5666004,-1545.0,-8.4,17138.7,581663.0,72477.0,,st2014a.txt
2015,state,04,Arizona,04,,,,22311,28910,0.7717,5952358,6599,1033356,6985714,5470.0,32.48,19179.3,603974.0,94788.0,,st2015a.txt
2016,state,04,Arizona,04,,,,24853,35578,0.6985,6645128,10725,1399396,8044524,2542.0,11.39,21335.0,628827.0,119641.0,,st2016a.txt
2017,state,04,Arizona,04,,,,28072,39472,0.7112,7115946,11400,1585330,8701276,3219.0,12.95,25078.7,656899.0,147713.0,,st2017a.txt
2018,state,04,Arizona,04,,,,32127,41664,0.7711,8343636,9537,1384086,9727722,4055.0,14.44,28350.7,689026.0,179840.0,,st2018a.txt
2019,state,04,Arizona,04,,,,33981,46580,0.7295,9040908,12599,1809648,10850556,1854.0,5.77,31393.3,723007.0,213821.0,,st2019a.txt
2020,state,04,Arizona,04,,,,42277,60342,0.7006,11316498,18065,2481860,13798358,8296.0,24.41,36128.3,765284.0,256098.0,42277.0,st2020a.txt
2021,state,04,Arizona,04,,,,46561,65334,0.7127,12666074,18773,2656617,15322691,4284.0,10.13,40939.7,811845.0,302659.0,88838.0,st2021a.txt
2022,state,04,Arizona,04,,,,37288,61531,0.606,10532726,24243,3988936,14521662,-9273.0,-19.92,42042.0,849133.0,339947.0,126126.0,st2022a.txt
2023,state,04,Arizona,04,,,,34429,58433,0.5892,9959478,24004,3604701,13564179,-2859.0,-7.67,39426.0,883562.0,374376.0,160555.0,st2023a.txt
2024,state,04,Arizona,04,,,,41944,59616,0.7036,12366376,17672,2378837,14745213,7515.0,21.83,37887.0,925506.0,416320.0,202499.0,st2024a.txt
2000,state,05,Arkansas,05,,,,6927,9203,0.7527,768450,2276,90165,858615,,,,6927.0,,,st2000a.txt
2001,state,05,Arkansas,05,,,,7457,10407,0.7165,896392,2950,122765,1019157,530.0,7.65,,14384.0,,,st2001a.txt
2002,state,05,Arkansas,05,,,,8007,12436,0.6439,1015557,4429,183748,1199305,550.0,7.38,7463.7,22391.0,,,st2002a.txt
2003,state,05,Arkansas,05,,,,10072,14839,0.6788,1327617,4767,213392,1541009,2065.0,25.79,8512.0,32463.0,,,st2003a.txt
2004,state,05,Arkansas,05,,,,10563,15855,0.6662,1508733,5292,255749,1764482,491.0,4.87,9547.3,43026.0,,,st2004a.txt
2005,state,05,Arkansas,05,,,,13191,17932,0.7356,1949412,4741,307126,2256538,2628.0,24.88,11275.3,56217.0,,,st2005a.txt
2006,state,05,Arkansas,05,,,,10769,13885,0.7756,1586078,3116,207757,1793835,-2422.0,-18.36,11507.7,66986.0,,,st2006a.txt
2007,state,05,Arkansas,05,,,,7990,11031,0.7243,1200143,3041,236516,1436659,-2779.0,-25.81,10650.0,74976.0,,,st2007a.txt
2008,state,05,Arkansas,05,,,,5219,8810,0.5924,765076,3591,229279,994355,-2771.0,-34.68,7992.7,80195.0,,,st2008a.txt
2009,state,05,Arkansas,05,,,,4526,7056,0.6414,682038,2530,136276,818314,-693.0,-13.28,5911.7,84721.0,,,st2009a.txt
2010,state,05,Arkansas,05,,,,4648,7177,0.6476,754634,2529,125629,880263,122.0,2.7,4797.7,89369.0,4648.0,,st2010a.txt
2011,state,05,Arkansas,05,,,,4141,6800,0.609,698979,2659,162500,861479,-507.0,-10.91,4438.3,93510.0,8789.0,,st2011a.txt
2012,state,05,Arkansas,05,,,,5417,8231,0.6581,963413,2814,168389,1131802,1276.0,30.81,4735.3,98927.0,14206.0,,st2012a.txt
2013,state,05,Arkansas,05,,,,5521,7481,0.738,1078735,1960,127119,1205854,104.0,1.92,5026.3,104448.0,19727.0,,st2013a.txt
2014,state,05,Arkansas,05,,,,5257,7666,0.6858,1064958,2409,185227,1250185,-264.0,-4.78,5398.3,109705.0,24984.0,,st2014a.txt
2015,state,05,Arkansas,05,,,,5709,8500,0.6716,1162374,2791,217732,1380106,452.0,8.6,5495.7,115414.0,30693.0,,st2015a.txt
2016,state,05,Arkansas,05,,,,6816,9474,0.7194,1362332,2658,200550,1562882,1107.0,19.39,5927.3,122230.0,37509.0,,st2016a.txt
2017,state,05,Arkansas,05,,,,7376,10795,0.6833,1500229,3419,266259,1766488,560.0,8.22,6633.7,129606.0,44885.0,,st2017a.txt
2018,state,05,Arkansas,05,,,,7354,10179,0.7225,1557355,2825,272086,1829441,-22.0,-0.3,7182.0,136960.0,52239.0,,st2018a.txt
2019,state,05,Arkansas,05,,,,7869,12723,0.6185,1716632,4854,454975,2171607,515.0,7.0,7533.0,144829.0,60108.0,,st2019a.txt
2020,state,05,Arkansas,05,,,,8802,12493,0.7046,1967409,3691,386337,2353746,933.0,11.86,8008.3,153631.0,68910.0,8802.0,st2020a.txt
2021,state,05,Arkansas,05,,,,10563,14198,0.744,2510146,3635,347470,2857616,1761.0,20.01,9078.0,164194.0,79473.0,19365.0,st2021a.txt
2022,state,05,Arkansas,05,,,,9473,14364,0.6595,2546336,4891,464322,3010658,-1090.0,-10.32,9612.7,173667.0,88946.0,28838.0,st2022a.txt
2023,state,05,Arkansas,05,,,,9360,12842,0.7289,2383914,3482,452677,2836591,-113.0,-1.19,9798.7,183027.0,98306.0,38198.0,st2023a.txt
2024,state,05,Arkansas,05,,,,9819,13684,0.7176,2694390,3865,552801,3247191,459.0,4.9,9550.7,192846.0,108125.0,48017.0,st2024a.txt
2000,state,06,California,06,,,,105018,145575,0.7214,19996526,40557,3347439,23343965,,,,105018.0,,,st2000a.txt
2001,state,06,California,06,,,,107361,146739,0.7316,20252774,39378,3397041,23649815,2343.0,2.23,,212379.0,,,st2001a.txt
2002,state,06,California,06,,,,123013,159573,0.7709,23588327,36560,3274261,26862588,15652.0,14.58,111797.3,335392.0,,,st2002a.txt
2003,state,06,California,06,,,,139870,191948,0.7287,27193532,52078,4584682,31778214,16857.0,13.7,123414.7,475262.0,,,st2003a.txt
2004,state,06,California,06,,,,151568,207390,0.7308,30864633,55822,5194548,36059181,11698.0,8.36,138150.3,626830.0,,,st2004a.txt
2005,state,06,California,06,,,,154703,205020,0.7546,32774486,50317,5595251,38369737,3135.0,2.07,148713.7,781533.0,,,st2005a.txt
2006,state,06,California,06,,,,107714,160502,0.6711,23454216,52788,6160176,29614392,-46989.0,-30.37,137995.0,889247.0,,,st2006a.txt
2007,state,06,California,06,,,,68266,110073,0.6202,15896152,41807,5439156,21335308,-39448.0,-36.62,110227.7,957513.0,,,st2007a.txt
2008,state,06,California,06,,,,32432,62681,0.5174,8372708,30249,3928387,12301095,-35834.0,-52.49,69470.7,989945.0,,,st2008a.txt
2009,state,06,California,06,,,,25525,35069,0.7279,6439814,9544,1318670,7758484,-6907.0,-21.3,42074.3,1015470.0,,,st2009a.txt
2010,state,06,California,06,,,,25693,43716,0.5877,6607675,18023,2512916,9120591,168.0,0.66,27883.3,1041163.0,25693.0,,st2010a.txt
2011,state,06,California,06,,,,21705,45471,0.4773,6052838,23766,3585679,9638517,-3988.0,-15.52,24307.7,1062868.0,47398.0,,st2011a.txt
2012,state,06,California,06,,,,27736,58549,0.4737,7840354,30813,4886652,12727006,6031.0,27.79,25044.7,1090604.0,75134.0,,st2012a.txt
2013,state,06,California,06,,,,37034,80742,0.4587,10905378,43708,7357834,18263212,9298.0,33.52,28825.0,1127638.0,112168.0,,st2013a.txt
2014,state,06,California,06,,,,39220,83645,0.4689,11739218,44425,7002887,18742105,2186.0,5.9,34663.3,1166858.0,151388.0,,st2014a.txt
2015,state,06,California,06,,,,45644,98188,0.4649,14060553,52544,8576621,22637174,6424.0,16.38,40632.7,1212502.0,197032.0,,st2015a.txt
2016,state,06,California,06,,,,50311,102350,0.4916,15201727,52039,8843463,24045190,4667.0,10.22,45058.3,1262813.0,247343.0,,st2016a.txt
2017,state,06,California,06,,,,57132,114780,0.4978,17227303,57648,10554904,27782207,6821.0,13.56,51029.0,1319945.0,304475.0,,st2017a.txt
2018,state,06,California,06,,,,58831,113502,0.5183,17843585,54671,10001042,27844627,1699.0,2.97,55424.7,1378776.0,363306.0,,st2018a.txt
2019,state,06,California,06,,,,58575,110197,0.5315,17376935,51622,9206413,26583348,-256.0,-0.44,58179.3,1437351.0,421881.0,,st2019a.txt
2020,state,06,California,06,,,,59043,106075,0.5566,16507110,47032,8916010,25423120,468.0,0.8,58816.3,1496394.0,480924.0,59043.0,st2020a.txt
2021,state,06,California,06,,,,65890,119436,0.5517,18779857,53546,9945021,28724878,6847.0,11.6,61169.3,1562284.0,546814.0,124933.0,st2021a.txt
2022,state,06,California,06,,,,63628,120780,0.5268,18519075,57152,10502203,29021278,-2262.0,-3.43,62853.7,1625912.0,610442.0,188561.0,st2022a.txt
2023,state,06,California,06,,,,58534,111760,0.5237,17917089,53226,9946261,27863350,-5094.0,-8.01,62684.0,1684446.0,668976.0,247095.0,st2023a.txt
2024,state,06,California,06,,,,61143,101545,0.6021,19271917,40402,7525646,26797563,2609.0,4.46,61101.7,1745589.0,730119.0,308238.0,st2024a.txt
2000,state,08,Colorado,08,,,,38588,54596,0.7068,5649895,16008,1172194,6822089,,,,38588.0,,,st2000a.txt
2001,state,08,Colorado,08,,,,36437,55007,0.6624,5277088,18570,1316107,6593195,-2151.0,-5.57,,75025.0,,,st2001a.txt
2002,state,08,Colorado,08,,,,34993,47871,0.731,5416336,12878,940987,6357323,-1444.0,-3.96,36672.7,110018.0,,,st2002a.txt
2003,state,08,Colorado,08,,,,33837,39569,0.8551,5766996,5732,491260,6258256,-1156.0,-3.3,35089.0,143855.0,,,st2003a.txt
2004,state,08,Colorado,08,,,,40753,46499,0.8764,7522040,5746,528253,8050293,6916.0,20.44,36527.7,184608.0,,,st2004a.txt
2005,state,08,Colorado,08,,,,40140,45891,0.8747,8156753,5751,646638,8803391,-613.0,-1.5,38243.3,224748.0,,,st2005a.txt
2006,state,08,Colorado,08,,,,30365,38343,0.7919,6796726,7978,972784,7769510,-9775.0,-24.35,37086.0,255113.0,,,st2006a.txt
2007,state,08,Colorado,08,,,,20516,29454,0.6965,5034639,8938,1096171,6130810,-9849.0,-32.44,30340.3,275629.0,,,st2007a.txt
2008,state,08,Colorado,08,,,,11147,18998,0.5867,2904057,7851,1095072,3999129,-9369.0,-45.67,20676.0,286776.0,,,st2008a.txt
2009,state,08,Colorado,08,,,,7261,9355,0.7762,1861805,2094,209329,2071134,-3886.0,-34.86,12974.7,294037.0,,,st2009a.txt
2010,state,08,Colorado,08,,,,8790,11591,0.7583,2299952,2801,308350,2608302,1529.0,21.06,9066.0,302827.0,8790.0,,st2010a.txt
2011,state,08,Colorado,08,,,,8723,13502,0.6461,2418015,4779,441654,2859669,-67.0,-0.76,8258.0,311550.0,17513.0,,st2011a.txt
2012,state,08,Colorado,08,,,,12617,23301,0.5415,3479732,10684,958253,4437985,3894.0,44.64,10043.3,324167.0,30130.0,,st2012a.txt
2013,state,08,Colorado,08,,,,15772,27517,0.5732,4659828,11745,1289725,5949553,3155.0,25.01,12370.7,339939.0,45902.0,,st2013a.txt
2014,state,08,Colorado,08,,,,17095,28686,0.5959,5178025,11591,1301504,6479529,1323.0,8.39,15161.3,357034.0,62997.0,,st2014a.txt
2015,state,08,Colorado,08,,,,20025,31871,0.6283,5993814,11846,1538805,7532619,2930.0,17.14,17630.7,377059.0,83022.0,,st2015a.txt
2016,state,08,Colorado,08,,,,21577,38974,0.5536,6675789,17397,2253108,8928897,1552.0,7.75,19565.7,398636.0,104599.0,,st2016a.txt
2017,state,08,Colorado,08,,,,24338,40673,0.5984,7439961,16335,2085146,9525107,2761.0,12.8,21980.0,422974.0,128937.0,,st2017a.txt
2018,state,08,Colorado,08,,,,26134,42627,0.6131,7879399,16493,2351141,10230540,1796.0,7.38,24016.3,449108.0,155071.0,,st2018a.txt
2019,state,08,Colorado,08,,,,24756,38633,0.6408,7652182,13877,1985863,9638045,-1378.0,-5.27,25076.0,473864.0,179827.0,,st2019a.txt
2020,state,08,Colorado,08,,,,26636,40469,0.6582,8289036,13833,1977505,10266541,1880.0,7.59,25842.0,500500.0,206463.0,26636.0,st2020a.txt
2021,state,08,Colorado,08,,,,30246,56524,0.5351,9850482,26278,3893408,13743890,3610.0,13.55,27212.7,530746.0,236709.0,56882.0,st2021a.txt
2022,state,08,Colorado,08,,,,23691,48341,0.4901,8442065,24650,4280054,12722119,-6555.0,-21.67,26857.7,554437.0,260400.0,80573.0,st2022a.txt
2023,state,08,Colorado,08,,,,19641,39404,0.4985,7459002,19763,3584994,11043996,-4050.0,-17.1,24526.0,574078.0,280041.0,100214.0,st2023a.txt
2024,state,08,Colorado,08,,,,20434,32185,0.6349,8685654,11751,2460201,11145855,793.0,4.04,21255.3,594512.0,300475.0,120648.0,st2024a.txt
2000,state,09,Connecticut,09,,,,8158,9376,0.8701,1328487,1218,96559,1425046,,,,8158.0,,,st2000a.txt
2001,state,09,Connecticut,09,,,,7835,9290,0.8434,1339122,1455,101176,1440298,-323.0,-3.96,,15993.0,,,st2001a.txt
2002,state,09,Connecticut,09,,,,8484,9731,0.8719,1514900,1247,69364,1584264,649.0,8.28,8159.0,24477.0,,,st2002a.txt
2003,state,09,Connecticut,09,,,,8180,10435,0.7839,1519381,2255,145478,1664859,-304.0,-3.58,8166.3,32657.0,,,st2003a.txt
2004,state,09,Connecticut,09,,,,9263,11837,0.7825,1850096,2574,181901,2031997,1083.0,13.24,8642.3,41920.0,,,st2004a.txt
2005,state,09,Connecticut,09,,,,8817,11885,0.7419,1911841,3068,288763,2200604,-446.0,-4.81,8753.3,50737.0,,,st2005a.txt
2006,state,09,Connecticut,09,,,,7107,9236,0.7695,1722678,2129,151567,1874245,-1710.0,-19.39,8395.7,57844.0,,,st2006a.txt
2007,state,09,Connecticut,09,,,,5348,7746,0.6904,1439599,2398,296341,1735940,-1759.0,-24.75,7090.7,63192.0,,,st2007a.txt
2008,state,09,Connecticut,09,,,,3139,5220,0.6013,868185,2081,289417,1157602,-2209.0,-41.31,5198.0,66331.0,,,st2008a.txt
2009,state,09,Connecticut,09,,,,2442,3786,0.645,608114,1344,107294,715408,-697.0,-22.2,3643.0,68773.0,,,st2009a.txt
2010,state,09,Connecticut,09,,,,2632,3932,0.6694,677495,1300,183861,861356,190.0,7.78,2737.7,71405.0,2632.0,,st2010a.txt
2011,state,09,Connecticut,09,,,,2162,3173,0.6814,595529,1011,83708,679237,-470.0,-17.86,2412.0,73567.0,4794.0,,st2011a.txt
2012,state,09,Connecticut,09,,,,2534,4669,0.5427,695714,2135,274772,970486,372.0,17.21,2442.7,76101.0,7328.0,,st2012a.txt
2013,state,09,Connecticut,09,,,,2855,5424,0.5264,910218,2569,260966,1171184,321.0,12.67,2517.0,78956.0,10183.0,,st2013a.txt
2014,state,09,Connecticut,09,,,,2760,5329,0.5179,927533,2569,220743,1148276,-95.0,-3.33,2716.3,81716.0,12943.0,,st2014a.txt
2015,state,09,Connecticut,09,,,,2436,6077,0.4009,851485,3641,430823,1282308,-324.0,-11.74,2683.7,84152.0,15379.0,,st2015a.txt
2016,state,09,Connecticut,09,,,,2461,5504,0.4471,796928,3043,400008,1196936,25.0,1.03,2552.3,86613.0,17840.0,,st2016a.txt
2017,state,09,Connecticut,09,,,,2480,4547,0.5454,888019,2067,297508,1185527,19.0,0.77,2459.0,89093.0,20320.0,,st2017a.txt
2018,state,09,Connecticut,09,,,,2553,4815,0.5302,854759,2262,257453,1112212,73.0,2.94,2498.0,91646.0,22873.0,,st2018a.txt
2019,state,09,Connecticut,09,,,,2364,5854,0.4038,764976,3490,589415,1354391,-189.0,-7.4,2465.7,94010.0,25237.0,,st2019a.txt
2020,state,09,Connecticut,09,,,,2512,5471,0.4591,769006,2959,292750,1061756,148.0,6.26,2476.3,96522.0,27749.0,2512.0,st2020a.txt
2021,state,09,Connecticut,09,,,,2941,4651,0.6323,1042836,1710,182030,1224866,429.0,17.08,2605.7,99463.0,30690.0,5453.0,st2021a.txt
2022,state,09,Connecticut,09,,,,2468,5926,0.4165,1014258,3458,587982,1602240,-473.0,-16.08,2640.3,101931.0,33158.0,7921.0,st2022a.txt
2023,state,09,Connecticut,09,,,,2050,6272,0.3268,911392,4222,555562,1466954,-418.0,-16.94,2486.3,103981.0,35208.0,9971.0,st2023a.txt
2024,state,09,Connecticut,09,,,,2129,5926,0.3593,964834,3797,531444,1496278,79.0,3.85,2215.7,106110.0,37337.0,12100.0,st2024a.txt
2000,state,10,Delaware,10,,,,3915,4611,0.8491,388347,696,25741,414088,,,,3915.0,,,st2000a.txt
2001,state,10,Delaware,10,,,,4425,4814,0.9192,480236,389,23776,504012,510.0,13.03,,8340.0,,,st2001a.txt
2002,state,10,Delaware,10,,,,6051,6331,0.9558,692816,280,9883,702699,1626.0,36.75,4797.0,14391.0,,,st2002a.txt
2003,state,10,Delaware,10,,,,6748,7760,0.8696,755507,1012,35157,790664,697.0,11.52,5741.3,21139.0,,,st2003a.txt
2004,state,10,Delaware,10,,,,7532,7858,0.9585,880236,326,12937,893173,784.0,11.62,6777.0,28671.0,,,st2004a.txt
2005,state,10,Delaware,10,,,,6715,8195,0.8194,850135,1480,137926,988061,-817.0,-10.85,6998.3,35386.0,,,st2005a.txt
2006,state,10,Delaware,10,,,,5015,6504,0.7711,663299,1489,122153,785452,-1700.0,-25.32,6420.7,40401.0,,,st2006a.txt
2007,state,10,Delaware,10,,,,4403,5291,0.8322,562187,888,73705,635892,-612.0,-12.2,5377.7,44804.0,,,st2007a.txt
2008,state,10,Delaware,10,,,,2680,3346,0.801,335562,666,58004,393566,-1723.0,-39.13,4032.7,47484.0,,,st2008a.txt
2009,state,10,Delaware,10,,,,2676,3156,0.8479,326413,480,34517,360930,-4.0,-0.15,3253.0,50160.0,,,st2009a.txt
2010,state,10,Delaware,10,,,,2673,3072,0.8701,337485,399,26650,364135,-3.0,-0.11,2676.3,52833.0,2673.0,,st2010a.txt
2011,state,10,Delaware,10,,,,2441,2954,0.8263,322170,513,47999,370169,-232.0,-8.68,2596.7,55274.0,5114.0,,st2011a.txt
2012,state,10,Delaware,10,,,,2890,4091,0.7064,376097,1201,109453,485550,449.0,18.39,2668.0,58164.0,8004.0,,st2012a.txt
2013,state,10,Delaware,10,,,,3759,4827,0.7787,485264,1068,107572,592836,869.0,30.07,3030.0,61923.0,11763.0,,st2013a.txt
