year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2008,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,3338,5149,0.6483,636448,1811,142514,778962,-1420.0,-29.84,4658.7,36787.0,,,ma2008a.txt
2009,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,2999,5302,0.5656,564840,2303,117480,682320,-339.0,-10.16,3698.3,39786.0,,,ma2009a.txt
2010,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,3149,3966,0.794,629520,817,62567,692087,150.0,5.0,3162.0,42935.0,3149.0,,ma2010a.txt
2011,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,2954,5559,0.5314,584588,2605,134760,719348,-195.0,-6.19,3034.0,45889.0,6103.0,,ma2011a.txt
2012,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,3534,5383,0.6565,702479,1849,127484,829963,580.0,19.63,3212.3,49423.0,9637.0,,ma2012a.txt
2013,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4104,7377,0.5563,817573,3273,233755,1051328,570.0,16.13,3530.7,53527.0,13741.0,,ma2013a.txt
2014,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,3766,5715,0.659,722035,1949,127738,849773,-338.0,-8.24,3801.3,57293.0,17507.0,,ma2014a.txt
2015,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4024,6722,0.5986,793159,2698,162265,955424,258.0,6.85,3964.7,61317.0,21531.0,,ma2015a.txt
2016,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4095,6213,0.6591,885152,2118,126118,1011270,71.0,1.76,3961.7,65412.0,25626.0,,ma2016a.txt
2017,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4404,6182,0.7124,961523,1778,146019,1107542,309.0,7.55,4174.3,69816.0,30030.0,,ma2017a.txt
2018,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4168,5604,0.7438,921763,1436,117472,1039235,-236.0,-5.36,4222.3,73984.0,34198.0,,ma2018a.txt
2019,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4345,5908,0.7354,965524,1563,117112,1082636,177.0,4.25,4305.7,78329.0,38543.0,,ma2019a.txt
2020,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,5242,6951,0.7541,1109313,1709,213309,1322622,897.0,20.64,4585.0,83571.0,43785.0,5242.0,ma2020a.txt
2021,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,4712,7377,0.6387,1166890,2665,282597,1449487,-530.0,-10.11,4766.3,88283.0,48497.0,9954.0,ma2021a.txt
2022,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,3680,6313,0.5829,1007670,2633,266155,1273825,-1032.0,-21.9,4544.7,91963.0,52177.0,13634.0,ma2022a.txt
2023,cbsa,47260,Virginia Beach-Norfolk-Newport News  VA-NC,,,,47260,3393,6114,0.555,986640,2721,382939,1369579,-287.0,-7.8,3928.3,95356.0,55570.0,17027.0,ma2023a.txt
2024,cbsa,47260,Virginia Beach-Chesapeake-Norfolk  VA-NC,,,,47260,3544,4406,0.8044,1122513,862,120567,1243080,151.0,4.45,3539.0,98900.0,59114.0,20571.0,cbsa2024a.txt
2004,cbsa,47300,Visalia-Porterville  CA,,,,47300,2186,2492,0.8772,321167,306,20741,341908,224.0,11.42,,4148.0,,,ma2004a.txt
2005,cbsa,47300,Visalia-Porterville  CA,,,,47300,2944,3317,0.8875,475712,373,29640,505352,758.0,34.68,,7092.0,,,ma2005a.txt
2006,cbsa,47300,Visalia-Porterville  CA,,,,47300,2815,3575,0.7874,527133,760,62828,589961,-129.0,-4.38,2648.3,9907.0,,,ma2006a.txt
2007,cbsa,47300,Visalia-Porterville  CA,,,,47300,2254,2689,0.8382,406517,435,40715,447232,-561.0,-19.93,2671.0,12161.0,,,ma2007a.txt
2008,cbsa,47300,Visalia-Porterville  CA,,,,47300,1275,1487,0.8574,221877,212,16383,238260,-979.0,-43.43,2114.7,13436.0,,,ma2008a.txt
2009,cbsa,47300,Visalia-Porterville  CA,,,,47300,993,1097,0.9052,174749,104,9381,184130,-282.0,-22.12,1507.3,14429.0,,,ma2009a.txt
2010,cbsa,47300,Visalia-Porterville  CA,,,,47300,1085,1367,0.7937,167242,282,32438,199680,92.0,9.26,1117.7,15514.0,1085.0,,ma2010a.txt
2011,cbsa,47300,Visalia-Porterville  CA,,,,47300,718,922,0.7787,125000,204,10665,135665,-367.0,-33.82,932.0,16232.0,1803.0,,ma2011a.txt
2012,cbsa,47300,Visalia-Porterville  CA,,,,47300,544,673,0.8083,95591,129,6781,102372,-174.0,-24.23,782.3,16776.0,2347.0,,ma2012a.txt
2013,cbsa,47300,Visalia-Porterville  CA,,,,47300,870,946,0.9197,178074,76,7550,185624,326.0,59.93,710.7,17646.0,3217.0,,ma2013a.txt
2014,cbsa,47300,Visalia-Porterville  CA,,,,47300,836,1092,0.7656,180050,256,20562,200612,-34.0,-3.91,750.0,18482.0,4053.0,,ma2014a.txt
2015,cbsa,47300,Visalia-Porterville  CA,,,,47300,1129,1275,0.8855,244870,146,12678,257548,293.0,35.05,945.0,19611.0,5182.0,,ma2015a.txt
2016,cbsa,47300,Visalia-Porterville  CA,,,,47300,1190,1316,0.9043,256315,126,10331,266646,61.0,5.4,1051.7,20801.0,6372.0,,ma2016a.txt
2017,cbsa,47300,Visalia-Porterville  CA,,,,47300,1162,1314,0.8843,252286,152,22467,274753,-28.0,-2.35,1160.3,21963.0,7534.0,,ma2017a.txt
2018,cbsa,47300,Visalia-Porterville  CA,,,,47300,1206,1528,0.7893,259018,322,33405,292423,44.0,3.79,1186.0,23169.0,8740.0,,ma2018a.txt
2019,cbsa,47300,Visalia  CA,,,,47300,1619,1872,0.8649,368317,253,31060,399377,413.0,34.25,1329.0,24788.0,10359.0,,ma2019a.txt
2020,cbsa,47300,Visalia  CA,,,,47300,1406,1575,0.8927,325412,169,23329,348741,-213.0,-13.16,1410.3,26194.0,11765.0,1406.0,ma2020a.txt
2021,cbsa,47300,Visalia  CA,,,,47300,1300,1510,0.8609,315846,210,31470,347316,-106.0,-7.54,1441.7,27494.0,13065.0,2706.0,ma2021a.txt
2022,cbsa,47300,Visalia  CA,,,,47300,1420,2385,0.5954,367886,965,131545,499431,120.0,9.23,1375.3,28914.0,14485.0,4126.0,ma2022a.txt
2023,cbsa,47300,Visalia  CA,,,,47300,1035,1165,0.8884,268841,130,25850,294691,-385.0,-27.11,1251.7,29949.0,15520.0,5161.0,ma2023a.txt
2024,cbsa,47300,Visalia  CA,,,,47300,1112,1447,0.7685,303128,335,61396,364524,77.0,7.44,1189.0,31061.0,16632.0,6273.0,cbsa2024a.txt
2024,cbsa,47340,Wabash  IN,,,,47340,46,46,1.0,14832,0,0,14832,,,,46.0,46.0,46.0,cbsa2024a.txt
2004,cbsa,47380,Waco  TX,,,,47380,788,1541,0.5114,112614,753,38644,151258,180.0,29.61,,1396.0,,,ma2004a.txt
2005,cbsa,47380,Waco  TX,,,,47380,1015,1322,0.7678,146438,307,21522,167960,227.0,28.81,,2411.0,,,ma2005a.txt
2006,cbsa,47380,Waco  TX,,,,47380,958,1053,0.9098,142600,95,7276,149876,-57.0,-5.62,920.3,3369.0,,,ma2006a.txt
2007,cbsa,47380,Waco  TX,,,,47380,816,1064,0.7669,129376,248,13642,143018,-142.0,-14.82,929.7,4185.0,,,ma2007a.txt
2008,cbsa,47380,Waco  TX,,,,47380,551,858,0.6422,82407,307,20746,103153,-265.0,-32.48,775.0,4736.0,,,ma2008a.txt
2009,cbsa,47380,Waco  TX,,,,47380,424,674,0.6291,67526,250,17940,85466,-127.0,-23.05,597.0,5160.0,,,ma2009a.txt
2010,cbsa,47380,Waco  TX,,,,47380,442,602,0.7342,76326,160,6636,82962,18.0,4.25,472.3,5602.0,442.0,,ma2010a.txt
2011,cbsa,47380,Waco  TX,,,,47380,441,523,0.8432,94184,82,5489,99673,-1.0,-0.23,435.7,6043.0,883.0,,ma2011a.txt
2012,cbsa,47380,Waco  TX,,,,47380,487,676,0.7204,102841,189,14753,117594,46.0,10.43,456.7,6530.0,1370.0,,ma2012a.txt
2013,cbsa,47380,Waco  TX,,,,47380,611,676,0.9038,109479,65,5546,115025,124.0,25.46,513.0,7141.0,1981.0,,ma2013a.txt
2014,cbsa,47380,Waco  TX,,,,47380,607,1471,0.4126,120657,864,78580,199237,-4.0,-0.65,568.3,7748.0,2588.0,,ma2014a.txt
2015,cbsa,47380,Waco  TX,,,,47380,592,1507,0.3928,115955,915,94087,210042,-15.0,-2.47,603.3,8340.0,3180.0,,ma2015a.txt
2016,cbsa,47380,Waco  TX,,,,47380,640,1765,0.3626,122019,1125,103355,225374,48.0,8.11,613.0,8980.0,3820.0,,ma2016a.txt
2017,cbsa,47380,Waco  TX,,,,47380,768,1007,0.7627,166840,239,20588,187428,128.0,20.0,666.7,9748.0,4588.0,,ma2017a.txt
2018,cbsa,47380,Waco  TX,,,,47380,764,850,0.8988,161747,86,7885,169632,-4.0,-0.52,724.0,10512.0,5352.0,,ma2018a.txt
2019,cbsa,47380,Waco  TX,,,,47380,876,1222,0.7169,179307,346,21814,201121,112.0,14.66,802.7,11388.0,6228.0,,ma2019a.txt
2020,cbsa,47380,Waco  TX,,,,47380,971,1214,0.7998,208734,243,24091,232825,95.0,10.84,870.3,12359.0,7199.0,971.0,ma2020a.txt
2021,cbsa,47380,Waco  TX,,,,47380,983,1107,0.888,119903,124,11583,131486,12.0,1.24,943.3,13342.0,8182.0,1954.0,ma2021a.txt
2022,cbsa,47380,Waco  TX,,,,47380,954,1393,0.6849,163180,439,43655,206835,-29.0,-2.95,969.3,14296.0,9136.0,2908.0,ma2022a.txt
2023,cbsa,47380,Waco  TX,,,,47380,744,1759,0.423,158641,1015,102485,261126,-210.0,-22.01,893.7,15040.0,9880.0,3652.0,ma2023a.txt
2024,cbsa,47380,Waco  TX,,,,47380,761,1065,0.7146,213669,304,60764,274433,17.0,2.28,819.7,15801.0,10641.0,4413.0,cbsa2024a.txt
2024,cbsa,47420,Wahpeton  ND-MN,,,,47420,43,47,0.9149,11664,4,830,12494,,,,43.0,43.0,43.0,cbsa2024a.txt
2014,cbsa,47460,Walla Walla  WA,,,,47460,190,214,0.8879,37390,24,3164,40554,,,,190.0,190.0,,ma2014a.txt
2015,cbsa,47460,Walla Walla  WA,,,,47460,194,214,0.9065,46554,20,2165,48719,4.0,2.11,,384.0,384.0,,ma2015a.txt
2016,cbsa,47460,Walla Walla  WA,,,,47460,184,220,0.8364,42808,36,3844,46652,-10.0,-5.15,189.3,568.0,568.0,,ma2016a.txt
2017,cbsa,47460,Walla Walla  WA,,,,47460,148,148,1.0,37946,0,0,37946,-36.0,-19.57,175.3,716.0,716.0,,ma2017a.txt
2018,cbsa,47460,Walla Walla  WA,,,,47460,225,225,1.0,57477,0,0,57477,77.0,52.03,185.7,941.0,941.0,,ma2018a.txt
2019,cbsa,47460,Walla Walla  WA,,,,47460,160,190,0.8421,46094,30,4048,50142,-65.0,-28.89,177.7,1101.0,1101.0,,ma2019a.txt
2020,cbsa,47460,Walla Walla  WA,,,,47460,132,154,0.8571,39137,22,3158,42295,-28.0,-17.5,172.3,1233.0,1233.0,132.0,ma2020a.txt
2021,cbsa,47460,Walla Walla  WA,,,,47460,137,261,0.5249,37162,124,14539,51701,5.0,3.79,143.0,1370.0,1370.0,269.0,ma2021a.txt
2022,cbsa,47460,Walla Walla  WA,,,,47460,114,170,0.6706,34542,56,9195,43737,-23.0,-16.79,127.7,1484.0,1484.0,383.0,ma2022a.txt
2023,cbsa,47460,Walla Walla  WA,,,,47460,177,275,0.6436,52477,98,15474,67951,63.0,55.26,142.7,1661.0,1661.0,560.0,ma2023a.txt
2024,cbsa,47460,Walla Walla  WA,,,,47460,143,205,0.6976,50843,62,6799,57642,-34.0,-19.21,144.7,1804.0,1804.0,703.0,cbsa2024a.txt
2024,cbsa,47540,Wapakoneta  OH,,,,47540,85,87,0.977,27837,2,80,27917,,,,85.0,85.0,85.0,cbsa2024a.txt
2004,cbsa,47580,Warner Robins  GA,,,,47580,1650,1968,0.8384,202790,318,12863,215653,176.0,11.94,,3124.0,,,ma2004a.txt
2005,cbsa,47580,Warner Robins  GA,,,,47580,1685,1825,0.9233,235850,140,4690,240540,35.0,2.12,,4809.0,,,ma2005a.txt
2006,cbsa,47580,Warner Robins  GA,,,,47580,1677,2113,0.7937,226332,436,21460,247792,-8.0,-0.47,1670.7,6486.0,,,ma2006a.txt
2007,cbsa,47580,Warner Robins  GA,,,,47580,1207,1490,0.8101,166606,283,13474,180080,-470.0,-28.03,1523.0,7693.0,,,ma2007a.txt
2008,cbsa,47580,Warner Robins  GA,,,,47580,691,917,0.7535,101329,226,10228,111557,-516.0,-42.75,1191.7,8384.0,,,ma2008a.txt
2009,cbsa,47580,Warner Robins  GA,,,,47580,615,715,0.8601,96359,100,3140,99499,-76.0,-11.0,837.7,8999.0,,,ma2009a.txt
2010,cbsa,47580,Warner Robins  GA,,,,47580,646,646,1.0,109400,0,0,109400,31.0,5.04,650.7,9645.0,646.0,,ma2010a.txt
2011,cbsa,47580,Warner Robins  GA,,,,47580,533,653,0.8162,96869,120,11093,107962,-113.0,-17.49,598.0,10178.0,1179.0,,ma2011a.txt
2012,cbsa,47580,Warner Robins  GA,,,,47580,572,572,1.0,110649,0,0,110649,39.0,7.32,583.7,10750.0,1751.0,,ma2012a.txt
2013,cbsa,47580,Warner Robins  GA,,,,47580,565,789,0.7161,111357,224,10182,121539,-7.0,-1.22,556.7,11315.0,2316.0,,ma2013a.txt
2014,cbsa,47580,Warner Robins  GA,,,,47580,659,780,0.8449,125792,121,9025,134817,94.0,16.64,598.7,11974.0,2975.0,,ma2014a.txt
2015,cbsa,47580,Warner Robins  GA,,,,47580,748,1048,0.7137,145598,300,17215,162813,89.0,13.51,657.3,12722.0,3723.0,,ma2015a.txt
2016,cbsa,47580,Warner Robins  GA,,,,47580,839,839,1.0,163060,0,0,163060,91.0,12.17,748.7,13561.0,4562.0,,ma2016a.txt
2017,cbsa,47580,Warner Robins  GA,,,,47580,1016,1196,0.8495,194975,180,8814,203789,177.0,21.1,867.7,14577.0,5578.0,,ma2017a.txt
2018,cbsa,47580,Warner Robins  GA,,,,47580,895,1378,0.6495,173521,483,34395,207916,-121.0,-11.91,916.7,15472.0,6473.0,,ma2018a.txt
2019,cbsa,47580,Warner Robins  GA,,,,47580,1114,1282,0.869,217447,168,14920,232367,219.0,24.47,1008.3,16586.0,7587.0,,ma2019a.txt
2020,cbsa,47580,Warner Robins  GA,,,,47580,1191,1307,0.9112,241400,116,10060,251460,77.0,6.91,1066.7,17777.0,8778.0,1191.0,ma2020a.txt
2021,cbsa,47580,Warner Robins  GA,,,,47580,1390,1534,0.9061,283710,144,16384,300094,199.0,16.71,1231.7,19167.0,10168.0,2581.0,ma2021a.txt
2022,cbsa,47580,Warner Robins  GA,,,,47580,1445,2495,0.5792,299235,1050,93217,392452,55.0,3.96,1342.0,20612.0,11613.0,4026.0,ma2022a.txt
2023,cbsa,47580,Warner Robins  GA,,,,47580,1167,1845,0.6325,314524,678,79491,394015,-278.0,-19.24,1334.0,21779.0,12780.0,5193.0,ma2023a.txt
2024,cbsa,47580,Warner Robins  GA,,,,47580,1296,1675,0.7737,268515,379,21105,289620,129.0,11.05,1302.7,23075.0,14076.0,6489.0,cbsa2024a.txt
2024,cbsa,47620,Warren  PA,,,,47620,26,56,0.4643,7309,30,7500,14809,,,,26.0,26.0,26.0,cbsa2024a.txt
2024,cbsa,47660,Warrensburg  MO,,,,47660,39,102,0.3824,11143,63,5971,17114,,,,39.0,39.0,39.0,cbsa2024a.txt
2024,cbsa,47700,Warsaw  IN,,,,47700,249,261,0.954,84888,12,1300,86188,,,,249.0,249.0,249.0,cbsa2024a.txt
2024,cbsa,47780,Washington  IN,,,,47780,39,71,0.5493,8625,32,4590,13215,,,,39.0,39.0,39.0,cbsa2024a.txt
2024,cbsa,47820,Washington  NC,,,,47820,216,216,1.0,41130,0,0,41130,,,,216.0,216.0,216.0,cbsa2024a.txt
2004,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,26940,38024,0.7085,4068880,11084,720991,4789871,-1046.0,-3.74,,54926.0,,,ma2004a.txt
2005,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,25918,36776,0.7048,4325345,10858,911795,5237140,-1022.0,-3.79,,80844.0,,,ma2005a.txt
2006,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,18471,27958,0.6607,3307624,9487,1064922,4372546,-7447.0,-28.73,23776.3,99315.0,,,ma2006a.txt
2007,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,14551,22459,0.6479,2926538,7908,830012,3756550,-3920.0,-21.22,19646.7,113866.0,,,ma2007a.txt
2008,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,9321,13732,0.6788,1643838,4411,469056,2112894,-5230.0,-35.94,14114.3,123187.0,,,ma2008a.txt
2009,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,8954,12329,0.7263,1699875,3375,332199,2032074,-367.0,-3.94,10942.0,132141.0,,,ma2009a.txt
2010,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,9488,13065,0.7262,1752204,3577,352080,2104284,534.0,5.96,9254.3,141629.0,9488.0,,ma2010a.txt
2011,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,9644,19657,0.4906,1909832,10013,1027328,2937160,156.0,1.64,9362.0,151273.0,19132.0,,ma2011a.txt
2012,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,10980,22404,0.4901,2305604,11424,1024487,3330091,1336.0,13.85,10037.3,162253.0,30112.0,,ma2012a.txt
2013,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,13274,24033,0.5523,2660305,10759,893630,3553935,2294.0,20.89,11299.3,175527.0,43386.0,,ma2013a.txt
2014,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,12411,24804,0.5004,2681475,12393,1217132,3898607,-863.0,-6.5,12221.7,187938.0,55797.0,,ma2014a.txt
2015,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,12638,23007,0.5493,2796116,10369,992068,3788184,227.0,1.83,12774.3,200576.0,68435.0,,ma2015a.txt
2016,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,13384,25687,0.521,2904674,12303,1412482,4317156,746.0,5.9,12811.0,213960.0,81819.0,,ma2016a.txt
2017,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,14225,27265,0.5217,3286376,13040,1282653,4569029,841.0,6.28,13415.7,228185.0,96044.0,,ma2017a.txt
2018,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,13588,25757,0.5275,3277995,12169,1393852,4671847,-637.0,-4.48,13732.3,241773.0,109632.0,,ma2018a.txt
2019,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,12977,26804,0.4841,3052679,13827,1823415,4876094,-611.0,-4.5,13596.7,254750.0,122609.0,,ma2019a.txt
2020,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,13991,25166,0.5559,3337361,11175,1379012,4716373,1014.0,7.81,13518.7,268741.0,136600.0,13991.0,ma2020a.txt
2021,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,13729,27414,0.5008,3670821,13685,1666799,5337620,-262.0,-1.87,13565.7,282470.0,150329.0,27720.0,ma2021a.txt
2022,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,12013,35906,0.3346,3391409,23893,3187371,6578780,-1716.0,-12.5,13244.3,294483.0,162342.0,39733.0,ma2022a.txt
2023,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,10936,23493,0.4655,3295358,12557,1727522,5022880,-1077.0,-8.97,12226.0,305419.0,173278.0,50669.0,ma2023a.txt
2024,cbsa,47900,Washington-Arlington-Alexandria  DC-VA-MD-WV,,,,47900,11743,21487,0.5465,3643107,9744,1506609,5149716,807.0,7.38,11564.0,317162.0,185021.0,62412.0,cbsa2024a.txt
2024,cbsa,47920,Washington Court House  OH,,,,47920,52,71,0.7324,11525,19,3395,14920,,,,52.0,52.0,52.0,cbsa2024a.txt
2024,cbsa,47930,Waterbury-Shelton  CT,,,,47930,264,317,0.8328,62423,53,5046,67469,,,,264.0,264.0,264.0,cbsa2024a.txt
2004,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,598,685,0.873,103042,87,7627,110669,93.0,18.42,,1103.0,,,ma2004a.txt
2005,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,555,735,0.7551,99706,180,13332,113038,-43.0,-7.19,,1658.0,,,ma2005a.txt
2006,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,521,645,0.8078,91681,124,14226,105907,-34.0,-6.13,558.0,2179.0,,,ma2006a.txt
2007,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,436,466,0.9356,81876,30,2897,84773,-85.0,-16.31,504.0,2615.0,,,ma2007a.txt
2008,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,338,350,0.9657,64337,12,2199,66536,-98.0,-22.48,431.7,2953.0,,,ma2008a.txt
2009,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,346,360,0.9611,63627,14,1525,65152,8.0,2.37,373.3,3299.0,,,ma2009a.txt
2010,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,369,391,0.9437,67874,22,2658,70532,23.0,6.65,351.0,3668.0,369.0,,ma2010a.txt
2011,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,346,410,0.8439,63776,64,3764,67540,-23.0,-6.23,353.7,4014.0,715.0,,ma2011a.txt
2012,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,386,609,0.6338,71918,223,22542,94460,40.0,11.56,367.0,4400.0,1101.0,,ma2012a.txt
2013,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,345,431,0.8005,69138,86,10062,79200,-41.0,-10.62,359.0,4745.0,1446.0,,ma2013a.txt
2014,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,334,407,0.8206,74513,73,11251,85764,-11.0,-3.19,355.0,5079.0,1780.0,,ma2014a.txt
2015,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,328,414,0.7923,68459,86,7493,75952,-6.0,-1.8,335.7,5407.0,2108.0,,ma2015a.txt
2016,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,357,551,0.6479,76028,194,19524,95552,29.0,8.84,339.7,5764.0,2465.0,,ma2016a.txt
2017,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,304,708,0.4294,72529,404,19151,91680,-53.0,-14.85,329.7,6068.0,2769.0,,ma2017a.txt
2018,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,261,335,0.7791,64384,74,8304,72688,-43.0,-14.14,307.3,6329.0,3030.0,,ma2018a.txt
2019,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,269,489,0.5501,70358,220,56300,126658,8.0,3.07,278.0,6598.0,3299.0,,ma2019a.txt
2020,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,303,351,0.8632,77077,48,4883,81960,34.0,12.64,277.7,6901.0,3602.0,303.0,ma2020a.txt
2021,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,203,205,0.9902,76166,2,326,76492,-100.0,-33.0,258.3,7104.0,3805.0,506.0,ma2021a.txt
2022,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,187,264,0.7083,64255,77,10536,74791,-16.0,-7.88,231.0,7291.0,3992.0,693.0,ma2022a.txt
2023,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,235,481,0.4886,76893,246,32922,109815,48.0,25.67,208.3,7526.0,4227.0,928.0,ma2023a.txt
2024,cbsa,47940,Waterloo-Cedar Falls  IA,,,,47940,211,337,0.6261,75720,126,19431,95151,-24.0,-10.21,211.0,7737.0,4438.0,1139.0,cbsa2024a.txt
2024,cbsa,47980,Watertown  SD,,,,47980,80,159,0.5031,32007,79,10392,42399,,,,80.0,80.0,80.0,cbsa2024a.txt
2024,cbsa,48020,Watertown-Fort Atkinson  WI,,,,48020,132,146,0.9041,53751,14,3678,57429,,,,132.0,132.0,132.0,cbsa2024a.txt
2014,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,107,519,0.2062,16464,412,35775,52239,,,,107.0,107.0,,ma2014a.txt
2015,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,137,147,0.932,15118,10,2250,17368,30.0,28.04,,244.0,244.0,,ma2015a.txt
2016,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,103,105,0.981,12391,2,63,12454,-34.0,-24.82,115.7,347.0,347.0,,ma2016a.txt
2017,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,141,141,1.0,14576,0,0,14576,38.0,36.89,127.0,488.0,488.0,,ma2017a.txt
2018,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,138,138,1.0,14606,0,0,14606,-3.0,-2.13,127.3,626.0,626.0,,ma2018a.txt
2019,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,138,138,1.0,18837,0,0,18837,0.0,0.0,139.0,764.0,764.0,,ma2019a.txt
2020,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,129,129,1.0,16547,0,0,16547,-9.0,-6.52,135.0,893.0,893.0,129.0,ma2020a.txt
2021,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,161,161,1.0,32572,0,0,32572,32.0,24.81,142.7,1054.0,1054.0,290.0,ma2021a.txt
2022,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,176,179,0.9832,27535,3,158,27693,15.0,9.32,155.3,1230.0,1230.0,466.0,ma2022a.txt
2023,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,194,194,1.0,31560,0,0,31560,18.0,10.23,177.0,1424.0,1424.0,660.0,ma2023a.txt
2024,cbsa,48060,Watertown-Fort Drum  NY,,,,48060,191,191,1.0,34278,0,0,34278,-3.0,-1.55,187.0,1615.0,1615.0,851.0,cbsa2024a.txt
2004,cbsa,48140,Wausau  WI,,,,48140,909,1192,0.7626,149556,283,16710,166266,-114.0,-11.14,,1932.0,,,ma2004a.txt
2005,cbsa,48140,Wausau  WI,,,,48140,870,1178,0.7385,158634,308,18114,176748,-39.0,-4.29,,2802.0,,,ma2005a.txt
2006,cbsa,48140,Wausau  WI,,,,48140,514,676,0.7604,94392,162,10139,104531,-356.0,-40.92,764.3,3316.0,,,ma2006a.txt
2007,cbsa,48140,Wausau  WI,,,,48140,401,675,0.5941,71701,274,18582,90283,-113.0,-21.98,595.0,3717.0,,,ma2007a.txt
2008,cbsa,48140,Wausau  WI,,,,48140,272,568,0.4789,56591,296,17805,74396,-129.0,-32.17,395.7,3989.0,,,ma2008a.txt
